PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
09Blj,3r3r/p1p2k2/1p2p2p/3nP3/B5RP/PK6/1P6/7R b - - 4 31,b6b5 h1f1 f7e8 a4b5,1160,76,94,7869,crushing endgame short,https://lichess.org/kgKBncNh/black#62,
09tnZ,rnb2k1r/4bpNp/pq6/2p5/1p6/1B3Q2/PPP2PPP/R4RK1 b - - 2 15,f8g7 f3f7 g7h6 f7e7,1091,87,94,11537,advantage fork middlegame short,https://lichess.org/PbBLDBgT/black#30,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
0K4Lg,1r2k2r/pb3p2/3p1N1p/2p1b1p1/2B2p2/1P5Q/P1Pq2PP/4RRK1 b k - 0 19,e8e7 h3d7 e7f8 d7f7,1361,76,97,24797,mate mateIn2 middlegame pin short,https://lichess.org/JRKA9PIx/black#38,Sicilian_Defense Sicilian_Defense_Grand_Prix_Attack
0WVtt,6k1/3b1rp1/3RRp1p/pp6/4P1B1/6P1/PPr2P1P/6K1 b - - 0 24,c2b2 d6d7 f7d7 e6e8 g8f7 g4d7,1292,76,86,513,advantage discoveredAttack endgame long sacrifice,https://lichess.org/0qYjMamH/black#48,
0A1rW,2r2rk1/1pq2p1p/6p1/p2p4/6N1/P1B1P3/1PP5/3KR1R1 b - - 3 31,h7h5 g4f6 g8h8 f6d5,1563,78,94,13538,advantage discoveredAttack middlegame short,https://lichess.org/fnT0Zgcl/black#62,
0QFw0,r4rk1/1bq1bpp1/p3pn1p/3p4/2pN4/4QNB1/PPP2PPP/3R1RK1 b - - 3 18,e7d6 d4e6 f7e6 e3e6,1923,76,87,572,advantage kingsideAttack middlegame short,https://lichess.org/GGJHcbrP/black#36,Sicilian_Defense Sicilian_Defense_Nimzowitsch_Variation
0KTCz,1r4k1/p4ppp/2Q1p3/1BPp1b2/3P4/P3P2P/1K3PP1/4q2R b - - 1 21,b8b5 c6b5 e1f2 b2a1,1844,73,94,11814,advantage defensiveMove endgame short,https://lichess.org/NLktziYB/black#42,
0KJ2C,r1b3k1/1p3ppp/4p3/pP4Q1/rq6/3B2P1/5PP1/2R1R1K1 b - - 2 26,h7h6 g5d8 b4f8 d3h7 g8h7 d8f8,1242,76,98,9402,crushing deflection kingsideAttack long middlegame,https://lichess.org/g3sLljr7/black#52,
02ncI,2k4r/pp3p2/2qP2p1/5p2/1P6/PQ4Kn/2p2R1P/R7 w - - 0 29,f2c2 f5f4 g3g4 f7f5,1367,75,96,17185,endgame mate mateIn2 short,https://lichess.org/QiAqqiGb#57,
0AiO7,r7/p3Q3/kppp4/2n2P1q/2P2Bp1/2P1N3/P2K1P2/R7 w - - 6 29,e7d6 c5e4 d2c2 e4d6,947,76,99,2773,advantage fork middlegame short,https://lichess.org/wxPstZDC#57,
05sPl,2bR1rk1/1r5p/1B4p1/5p2/5b2/P4P2/1PP3PP/1K1R4 b - - 6 23,f4h2 b6c5 f8d8 d1d8,2318,75,89,1803,advantage middlegame short,https://lichess.org/5gQdLclX/black#46,
0PEAg,r1b2rk1/3p1pbp/4p1p1/3nP3/1P1n1P2/P1qB4/1BP3PP/1R1Q1R1K b - - 4 20,d5e3 b2c3 e3d1 c3d4,1311,77,94,9348,advantage middlegame short,https://lichess.org/VbHMZcwN/black#40,
0JGVg,8/8/4k2p/4p2P/p3K1P1/P2R1P2/8/1r6 w - - 2 57,d3d8 b1e1 e4d3 e1d1 d3c3 d1d8,1198,75,96,2900,crushing endgame long rookEndgame skewer,https://lichess.org/xbfRErh5#113,
0DTq1,3r2k1/p4ppp/5q2/3Pn3/8/3QB3/Pr3PPP/R4RK1 w - - 1 20,d3c3 e5f3 g2f3 f6c3,1308,75,94,5800,crushing discoveredAttack middlegame short,https://lichess.org/5dyV0aMN#39,
030TT,r3r1k1/pp3pp1/2pq1np1/3p4/3P4/5NQ1/PPP2PPP/4RRK1 b - - 5 16,f6e4 e1e4 d5e4 g3d6,1424,74,91,127,advantage capturingDefender middlegame short,https://lichess.org/RcOv92mJ/black#32,French_Defense French_Defense_Exchange_Variation
0NXEn,8/1pp5/3kp2R/p3p3/P4n2/1P2N1r1/2PK4/8 b - - 1 35,e5e4 e3f5 d6e5 f5g3,1405,76,95,20056,crushing endgame master pin short,https://lichess.org/JB48vMmV/black#70,
08tNo,r1bqk2r/pp3ppp/2n2n2/3p4/3P1N2/B1PP4/P4PPP/R2Q1RK1 b kq - 5 11,c6e7 f1e1 c8e6 f4e6 f7e6 e1e6,1891,74,92,2299,advantage long opening,https://lichess.org/SgYURiDt/black#22,French_Defense French_Defense_Winawer_Variation
00H87,6k1/2q1pp2/p5pB/2p4n/3pP1Q1/P2P3P/1r4P1/5RK1 b - - 1 30,c7g3 g4c8 g8h7 f1f7 h5g7 f7g7 h7h6 c8h8 h6g5 g7g6 g5g6 h8g8 g6f6 g8g3,1958,76,88,413,attraction crushing deflection endgame sacrifice skewer veryLong,https://lichess.org/hQEAqclb/black#60,
08DmD,8/6pp/8/4p3/1Pk3PP/3p4/3K1P2/8 b - - 0 44,h7h6 b4b5 c4b5 d2d3 b5c6 d3e4,1421,74,93,14736,crushing deflection endgame long pawnEndgame quietMove,https://lichess.org/Gje59mAg/black#88,
0C2ax,r7/ppqnk3/2p1ppnb/3p1b1B/5P2/3PB2P/PPP3P1/RN1Q1RK1 w - - 0 16,e3c5 d7c5 h5g6 f5g6,875,81,92,582,advantage hangingPiece middlegame short,https://lichess.org/PdEFS4XP#31,Bird_Opening Bird_Opening_Other_variations
0816p,r2q1rk1/pp3pbp/6p1/2p1p3/2PnP3/2NQB2P/P4PP1/1R3RK1 w - - 0 16,b1b7 d4f3 g2f3 d8d3,1381,76,93,7051,crushing discoveredAttack middlegame short,https://lichess.org/ts2ouSy0#31,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
0JZDR,r3kb1r/p4pp1/2p4p/n3p3/B2qn3/2N4P/PPPP1P1P/R1BQK2R w KQkq - 3 12,d1e2 e4c3 d2c3 d4a4 e2e5 f8e7,1423,75,93,496,advantage capturingDefender defensiveMove long opening,https://lichess.org/D7qdBlaO#23,Italian_Game Italian_Game_Two_Knights_Defense
0N8iB,r3k2r/1pp5/p2p2p1/2nPp1Bp/2P1P1b1/2P2BPq/P6P/R2Q1RK1 w kq - 4 18,d1c2 g4f3 f1f3 h3g4,1973,76,83,244,clearance crushing middlegame short,https://lichess.org/MMc0WOYC#35,English_Opening English_Opening_Great_Snake_Variation
0J2ws,r2qk2r/2pbbppp/p1pn4/3pN3/3P4/5P2/PPP1Q1PP/RNB1R1K1 b kq - 2 11,e8g8 e5d7 d8d7 e2e7,1247,77,91,881,advantage discoveredAttack master opening short,https://lichess.org/nouRM15O/black#22,Ruy_Lopez Ruy_Lopez_Open
0AWZi,r2qkbr1/pp3bp1/2pp2n1/8/3P4/2N4Q/PPP3PP/R1B2RK1 b q - 2 13,d8d7 h3d7 e8d7 f1f7,1800,75,92,4441,advantage attraction opening short,https://lichess.org/55Uf1pDg/black#26,Kings_Gambit Kings_Gambit_Other_variations
0KGqW,r3r1k1/2p2ppp/p1b1p3/1p6/2Pq1P2/BB6/P1PnQ1PP/R2R3K b - - 4 17,d4e4 d1d2 e4e2 d2e2,1438,74,82,262,advantage hangingPiece middlegame short,https://lichess.org/fgEkzxxK/black#34,Zukertort_Opening Zukertort_Opening_Tennison_Gambit
0S6rQ,4r2r/p1p2kp1/1p2p3/2b5/2P1QPq1/1P4P1/PB2R2P/R6K w - - 3 26,e4e5 g4f3 e2g2 h8h2 h1h2 e8h8 e5h5 f3h5,1930,79,94,15456,attraction kingsideAttack mate mateIn4 middlegame pin sacrifice veryLong,https://lichess.org/GEux6BRi#51,
08PzC,r1bq1rk1/ppp1bppp/2n1pn2/6B1/3P4/2NB1N2/PPP2PPP/R2QK2R b KQ - 6 8,c6d4 f3d4 d8d4 d3h7 f6h7 d1d4,1597,75,93,1997,advantage discoveredAttack kingsideAttack long opening,https://lichess.org/RQYzsx58/black#16,Nimzowitsch_Defense Nimzowitsch_Defense_Other_variations
0Hwa4,4k1r1/p4p2/4pB1p/3pPn2/2pq1Pp1/Pb6/6PP/N1R1Q2K b - - 1 29,d4f4 a1b3 c4b3 c1c8 e8d7 c8g8 b3b2 g8d8,2152,77,95,6886,crushing middlegame skewer veryLong,https://lichess.org/CtnVc1HL/black#58,
0S5Q6,rnbqk1nr/pppp1ppp/8/2b1p1P1/P7/8/1PPPPP1P/RNBQKBNR b KQkq - 0 3,d8g5 d2d4 g5e7 d4c5,1498,75,96,8942,advantage opening short,https://lichess.org/qFyxxFfZ/black#6,Ware_Opening Ware_Opening_Other_variations
069SD,8/8/5p2/2kr2p1/R6p/p1Pp1P1P/P2K1P2/8 b - - 2 44,d5f5 a4a5 c5d6 a5f5,846,78,100,134,crushing endgame rookEndgame short skewer,https://lichess.org/tCipb1qg/black#88,
08fk2,r4rk1/1pp3p1/4R2p/1p2P3/8/7P/PP3PP1/R5K1 w - - 1 25,g2g3 g8f7 e6d6 c7d6,1814,72,94,14074,crushing endgame rookEndgame short trappedPiece,https://lichess.org/DCwXeVU2#49,
00S6g,r6r/p3kpbp/2Q1pnp1/q7/P2P1P2/1PP5/6PP/R1B2RK1 b - - 0 16,f6d5 f4f5 g6f5 f1f5 f7f6 c1a3 e7f7 c6d7 f7g6 f5f3,2755,95,64,101,advantage middlegame veryLong,https://lichess.org/jFCmK1qh/black#32,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
0KOVz,r5r1/1p2bk1p/p1qp3B/4nP2/P3P3/8/1PP1Q1PP/R4RK1 b - - 0 20,e7g5 e2h5 f7f6 h6g5 g8g5 h5h6 f6f7 h6g5,1584,75,93,1727,attraction crushing deflection exposedKing middlegame veryLong,https://lichess.org/8ig5tA0e/black#40,
00Mca,1k6/1Pp1rqp1/p1R5/6pp/Q6P/1P6/P4PBK/3r4 b - - 5 34,e7e6 a4c4 e6c6 c4f7,2368,74,91,4484,crushing endgame short,https://lichess.org/FcSCJACK/black#68,
05QJG,8/1b6/4N1KP/8/2pp4/2k3P1/8/8 w - - 0 62,h6h7 b7e4 g6h5 e4h7,991,91,96,2882,crushing deflection endgame short skewer,https://lichess.org/8ch0VZUn#123,
01zRs,r4rk1/ppp3p1/7p/n2p1p2/3q2b1/P4PP1/1PQN2P1/1B2RK1R w - - 0 19,f3g4 f5g4 d2f3 d4c4 f1f2 c4c2,2261,84,86,605,advantage discoveredAttack long middlegame,https://lichess.org/PyrEMBG0#37,Queens_Pawn_Game Queens_Pawn_Game_Mason_Variation
03Oqv,r2qkn1R/p4pp1/2n1p3/1N1p2P1/1ppPPN2/5P2/PPPQ4/2K5 b q - 0 19,d8g5 h8f8 e8f8 f4e6 f7e6 d2g5,2013,76,94,9724,attraction crushing discoveredAttack long middlegame,https://lichess.org/oYj5Qz1x/black#38,Rapport-Jobava_System Rapport-Jobava_System_Other_variations
06mWO,r3k2r/pppq1ppp/3p2n1/3Pn3/1PP1PN1b/3B2Q1/P2BN3/2R2RK1 w kq - 5 24,g3h3 d7h3 f4h3 e5d3,1929,76,86,109,advantage capturingDefender middlegame short,https://lichess.org/IRutdnRU#47,
0Fot7,3r2k1/pq4pp/1p3pn1/8/6Q1/BP3PP1/P6P/4R1K1 b - - 0 26,b7a6 g4e6 g8h8 e6e8 g6f8 e8d8,1177,74,99,1754,crushing endgame long pin,https://lichess.org/AhRwR3Bu/black#52,
0QH2I,4b1k1/6pp/2p2p2/2Np4/3P1P2/q1P5/6PP/4Q1K1 b - - 0 27,e8g6 e1e6 g6f7 e6c8 f7e8 c8e8,1202,77,96,23035,endgame long mate mateIn3,https://lichess.org/lA3chT0Y/black#54,
0DHSG,4rrk1/p1q2ppp/1p6/2pP4/2P5/5Nb1/PP1QRP2/R5K1 w - - 0 21,f2g3 c7g3 e2g2 g3f3,1190,77,98,6675,advantage fork middlegame short,https://lichess.org/WVt4uuvq#41,
01y4w,r1b2rk1/ppp2ppp/3p4/4q3/P7/3BP2P/1PPQ1PP1/1R2K2R b K - 1 14,e5d5 d3h7 g8h7 d2d5,922,78,88,228,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/auzq1IR4/black#28,Van_Geet_Opening Van_Geet_Opening_Reversed_Nimzowitsch
07pJd,r2q1rk1/1pp2ppp/p1pb1n2/4P3/4P1b1/2N1BN2/PPP2PPP/R2Q1RK1 b - - 0 9,d6e5 d1d8 a8d8 f3e5,1288,74,87,589,advantage intermezzo opening short,https://lichess.org/dM9wBKlU/black#18,Ruy_Lopez Ruy_Lopez_Exchange_Variation
0G5NW,5bk1/7p/p1q3p1/8/3RP2P/5QP1/P1r2P1K/8 b - - 2 36,f8c5 f3b3 g8g7 b3c2,2035,75,94,6845,crushing endgame fork master short,https://lichess.org/ANiLnzKz/black#72,
0AkKC,5r2/4Npkn/pqbp2p1/4p1b1/2P5/4NPP1/PP2PK2/R2Q3R w - - 2 25,h1h7 g7h7 d1b3 b6b3 a2b3 g5e7,1768,75,91,3618,advantage hangingPiece long middlegame,https://lichess.org/luDxI0RK#49,
0Nciy,3r2k1/ppq2pp1/2pb2p1/3p4/3P2N1/2P1rQ1P/PP3PP1/2R3K1 w - - 0 21,f3e3 d6f4 e3e1 f4c1,1620,75,95,13766,crushing endgame short skewer,https://lichess.org/qbuGEP6c#41,
0YDqz,r1b1k2r/pp1pqppp/2nQpn2/4P3/8/2N2N2/PP3PPP/R3KB1R b KQkq - 0 9,b7b6 d6e7 e8e7 e5f6,1314,78,82,781,advantage attraction opening short,https://lichess.org/0kALrtp7/black#18,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
02utb,8/3b2r1/k6p/p4p2/4pr2/P5R1/1R3P1N/7K b - - 3 39,g7g3 f2g3 f4f3 h2f3,1077,78,95,3207,advantage endgame short trappedPiece,https://lichess.org/bxHS9TZU/black#78,
0CRpS,r2qk2r/pbp2ppp/1pnb4/1B1p4/8/4BN2/PPP2PPP/R2Q1RK1 w kq - 0 12,d1d5 d6h2 f3h2 d8d5,967,80,94,256,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/sfOvVcGa#23,Scandinavian_Defense Scandinavian_Defense_Valencian_Variation
0UxZa,r1bq1rk1/4bppp/p4n2/1ppNp1B1/2B1P3/8/PPP2PPP/R2QR1K1 w - - 0 13,c4e2 f6d5 g5e7 d5e7,1491,74,90,1772,advantage opening short,https://lichess.org/Qwf7DbV4#25,Philidor_Defense Philidor_Defense_Exchange_Variation
0Gqf7,r1b1k2r/pp3ppp/4p3/2bpP3/3N1Pn1/4BN2/Pq4PP/R2QKB1R w KQkq - 3 13,e3g1 c5b4 f3d2 b4d2 d1d2 b2a1,1783,75,89,734,advantage exposedKing long opening,https://lichess.org/Ty7wxpee#25,French_Defense French_Defense_La_Bourdonnais_Variation
03gNg,r4rk1/pp2b1pp/2n2p2/4p3/8/2PB1QB1/Pq3P1P/R3R1K1 b - - 3 18,b2c3 d3h7 g8h7 f3c3,1527,75,94,7251,crushing discoveredAttack middlegame short,https://lichess.org/tK6CVSPE/black#36,Sicilian_Defense Sicilian_Defense_Open
