PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
06g0q,r1b1kr2/2pqnpb1/pp1p3p/3Pp2Q/2P1P2B/2NB3P/PP4P1/R4RK1 w q - 5 18,f1f7 f8f7 a1f1 e7g8,1740,74,94,7716,advantage defensiveMove middlegame short,https://lichess.org/dEtn4IXp#35,Pirc_Defense Pirc_Defense_Other_variations
04HsY,2r5/p4pk1/1p2pqp1/3b4/6Q1/1Pr3N1/P4PPP/1R3RK1 b - - 6 26,c3c2 g3h5 g7f8 h5f6,995,83,93,3432,crushing middlegame pin short,https://lichess.org/bgPsxSvn/black#52,
0GHez,r3r1k1/2q1bppp/p2p4/1ppP4/1n3P2/1P3N1P/1PP2QP1/R1BR2K1 b - - 2 18,e7f6 c2c3 a6a5 c3b4,1529,75,74,125,advantage middlegame short trappedPiece,https://lichess.org/hNW77G98/black#36,Bishops_Opening Bishops_Opening_Ponziani_Gambit
04coX,6k1/1p1b1pp1/p2P3p/8/3P2P1/1P5P/1r3P2/2R3K1 b - - 2 28,d7c6 c1c6 b7c6 d6d7,1290,76,98,1730,advancedPawn advantage endgame sacrifice short,https://lichess.org/KY6fwdpY/black#56,
0BFeV,2qrr1k1/pp3pp1/2p2n1p/8/2bPPB2/P4PP1/1P4BP/R2QR1K1 w - - 1 24,f4e5 e8e5 d4e5 d8d1,1241,76,91,6744,advantage master middlegame short,https://lichess.org/px3fg0jN#47,
03NHo,8/6p1/5p1p/4n3/6kP/1R4P1/2PK4/8 w - - 5 43,b3e3 e5c4 d2e2 c4e3 e2e3 g4g3,1084,76,98,2834,advantage endgame fork long,https://lichess.org/L9JW25Vd#85,
0GOAv,r1br2k1/ppp1b2p/4pqpB/8/5RQ1/3B4/P4PPP/3R2K1 b - - 3 20,e6e5 d3c4 g8h8 d1d8 e7d8 f4f6,1923,75,95,15162,crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/tAdyM89l/black#40,
0CkWo,6k1/pp1r3R/6p1/2p2b2/5B2/6P1/P4PP1/3rR1K1 w - - 1 27,e1d1 d7d1 g1h2 g8h7,947,79,95,983,advantage endgame master short,https://lichess.org/ekOqzUlg#53,
0UuCv,5Qrk/1p5p/p2pb2B/2p1q3/2PpP3/3P4/PP4PP/R5K1 w - - 1 23,f8e7 g8g2 g1g2 e6h3 g2h3 e5e7,1628,77,95,21524,advantage attraction discoveredAttack endgame kingsideAttack long sacrifice,https://lichess.org/Do37d9U6#45,
0XZ9r,1R6/2p1rrkp/3p2p1/3Pp1P1/3R4/P1n1B1P1/4PPK1/8 b - - 4 35,e5d4 e3d4 e7e5 d4c3,1424,79,96,19115,crushing endgame fork master masterVsMaster pin short,https://lichess.org/Wrk4Wj09/black#70,
0EpFM,r4rk1/pp4pp/2p1p3/2npqp2/4P3/2N3R1/PP1B1QKP/5R2 b - - 0 23,f5e4 f2c5 f8f1 g2f1,2000,77,88,783,advantage hangingPiece middlegame short,https://lichess.org/9R5bi92n/black#46,
07M1s,4k2r/pp1rP1pp/n3Qpq1/2p2n2/P7/2P3P1/2P2P1P/R1B1R1K1 b k - 2 21,d7e7 e6c8 e8f7 e1e7 f5e7 c8h8,1606,75,95,13468,advantage discoveredAttack exposedKing long middlegame,https://lichess.org/K6fUyt9z/black#42,
0WPYk,8/1p3p1p/p2p1kp1/2rPp3/P1r5/2P4P/1P1R1KP1/R7 b - - 6 33,c5a5 b2b4 a5a4 a1a4,1378,74,95,31253,advantage endgame rookEndgame short trappedPiece,https://lichess.org/hMBmqywk/black#66,
0SPIa,3r1rk1/bb3ppp/p3p3/1p2q3/1P2B3/P7/3NQPPP/R4RK1 b - - 0 21,d8d2 e4h7 g8h7 e2e5,1217,76,93,8855,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/6MNE8zMf/black#42,
0Kx6o,r3nrk1/2qb1pp1/4p2p/3p3Q/3B4/P1PB4/2P2PPP/R4RK1 w - - 0 18,h5g4 e6e5 d4e5 d7g4 e5c7 e8c7,1571,79,95,17522,advantage discoveredAttack long middlegame,https://lichess.org/bUFwYcFN#35,Sicilian_Defense Sicilian_Defense_Open
0JlJf,r7/2q2k1p/p1p3p1/2PpRb2/5Q2/8/PPP2PPP/6K1 b - - 0 22,a8e8 e5f5 g6f5 f4c7,1361,74,96,21986,crushing discoveredAttack endgame short,https://lichess.org/mfoZBSBQ/black#44,
09Nmb,r4r2/2q2pbk/1pp1b1pp/p1p1p3/P1N1Pn2/1PQPBN1P/2P2PP1/R4RK1 w - - 7 17,c4e5 f4e2 g1h1 e2c3,969,81,100,784,advantage fork master middlegame short,https://lichess.org/tr2eGC8r#33,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack
024qM,r1q2rk1/2p3p1/pbp2n2/7P/7B/2N2Q1N/PP3P2/R2R2K1 w - - 0 24,g1h2 f6g4 h2g2 f8f3,1077,78,91,261,crushing discoveredAttack middlegame short,https://lichess.org/C98IYThi#47,
02Inh,3rkb1r/pb2pppp/5q2/3N4/8/3Q1P2/PPP3PP/2KR1B1R b k - 0 13,b7d5 d3b5 d5c6 d1d8 e8d8 b5b8,1590,77,89,5228,attraction crushing discoveredAttack long middlegame,https://lichess.org/BXTsRpDm/black#26,Sicilian_Defense Sicilian_Defense_Open
0N2Hn,r1b2rk1/pppp1pp1/3b1q1p/4n3/3QP3/2N4N/PPP2PPP/R3KB1R w KQ - 0 10,c3d5 e5f3 g2f3 f6d4,1091,77,90,1353,crushing discoveredAttack opening short,https://lichess.org/bJGlVtUH#19,Center_Game Center_Game_Other_variations
0H8OM,r3r1k1/5ppn/p2b2b1/1pp3P1/1N1PPPq1/P1PQ4/1P1B2B1/R4RK1 w - - 0 25,b4c6 g6e4 d3h3 g4h3 g2h3 e4c6,1670,75,95,17601,advantage long middlegame,https://lichess.org/l7z5BVUy#49,
06iAT,5r1k/6bp/3p4/P2q4/1P6/4P1P1/6QP/2R2q1K w - - 0 35,c1f1 f8f1,908,76,99,534,endgame mate mateIn1 oneMove pin,https://lichess.org/lOg6mfQu#69,
0Z6DD,1r4k1/q4r1p/2pp2p1/p3b1N1/Pn2P1n1/Q1N5/1PP3P1/R1B2R1K w - - 0 20,f1f7 g4f2 f7f2 a7f2,1238,76,93,629,advantage kingsideAttack middlegame short,https://lichess.org/z2Iz4FuF#39,
0H1vP,r4rk1/p3bppp/1qn1pn2/3p4/3P4/P1NQ4/1P1BNPPP/R4RK1 b - - 0 14,b6b2 f1b1 b2b6 b1b6,1621,72,94,12494,advantage middlegame short trappedPiece,https://lichess.org/RDdDOBk1/black#28,Horwitz_Defense Horwitz_Defense_Other_variations
0ECYh,5k2/pp3pp1/4pq2/6NQ/3r4/P5P1/1P3P1P/6K1 b - - 1 26,d4d5 g5h7 f8e7 h7f6,1664,76,95,26199,advantage endgame fork short,https://lichess.org/OWQp2R8b/black#52,
04cQs,2k4r/ppqb1Q2/1np5/8/2P2P1p/1B2N2P/PP4r1/R4RK1 w - - 0 22,g1g2 d7h3 g2h3 c7f7,1148,79,92,2173,advantage discoveredAttack middlegame short,https://lichess.org/CqbVjlBI#43,
0QEht,r6r/1pp2k2/1b2b1p1/pP2P3/P3nP1Q/N1P5/6PP/R4R1K w - - 3 24,h4e1 h8h2 h1h2 a8h8 e1h4 h8h4,1690,73,95,16905,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/mutYiYKU#47,
0JVNs,8/1p6/2p4k/p1Pp1p2/5qNK/PP2rp2/6R1/Q7 b - - 1 44,f5g4 a1h8 h6g6 g2g4,1633,76,94,17325,advantage endgame intermezzo short,https://lichess.org/edt466lN/black#88,
08sWB,2r2r2/1R5p/3R2pk/N1p1p3/2P5/4b3/P5Q1/4KBq1 b - - 0 35,f8f1 g2f1 e3f2 e1e2,901,78,100,681,advantage master middlegame short,https://lichess.org/JkeiEFTJ/black#70,
07Oac,8/1r6/p1PBPk2/8/4p3/8/1P5P/7K b - - 0 39,b7b2 d6e5 f6e5 c6c7 b2c2 e6e7 c2c7 e7e8q,2342,75,92,4065,advancedPawn crushing endgame master promotion sacrifice veryLong,https://lichess.org/yE31Yxjy/black#78,
0QNjF,rn2k2r/pp3ppp/2p1p3/3pPb1q/3P1Pn1/2N1B2P/PPP1K1P1/R2Q1B1R w kq - 4 11,h3g4 f5g4 e2d2 g4d1 h1h5 d1h5,1524,77,96,24854,advantage long opening skewer,https://lichess.org/FBxbQ3lJ#21,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
0O2po,r1b2r2/pp4kp/2pb1n1q/2N1Np2/2BP4/6P1/PP3PP1/2RQ1RK1 w - - 2 22,c5e6 c8e6 c4e6 d6e5 d4e5 f6g4,1882,75,94,9018,advantage long middlegame,https://lichess.org/kP6n0tuy#43,
0O8Jq,2n5/p1Qq2kp/1r1P1pp1/5p2/8/5N1P/5PP1/3R2K1 b - - 2 32,b6b7 c7b7 d7b7 d6d7,1577,75,94,2059,advancedPawn advantage endgame master masterVsMaster sacrifice short,https://lichess.org/iBxV1mZl/black#64,
04f3m,8/8/k5r1/pp3b2/3Q4/6K1/PP6/8 w - - 0 54,g3f4 g6g4 f4e5 g4d4,717,79,100,104,crushing endgame short skewer,https://lichess.org/btZbvLnB#107,
00rEz,r1bqk2r/ppp2ppp/3p4/4p2n/2PBP2b/5PN1/PP4PP/RN1QKB1R b KQkq - 0 9,h5g3 h2g3 h4g3 d4f2 g3f2 e1f2,1470,74,93,2137,advantage long opening,https://lichess.org/KJUAVfza/black#18,Kings_Pawn_Game Kings_Pawn_Game_Maroczy_Defense
08Yg1,8/pp1b2p1/2pk3p/3pN3/3PqPPb/1PN5/PK1R4/5R2 b - - 6 35,e4e3 d2d3 e3d3 e5d3,2170,76,87,134,advantage middlegame short trappedPiece,https://lichess.org/OaTIohe4/black#70,
0LWCD,5rk1/8/7p/3nq1p1/1PQ1Np2/P2p4/5KP1/3R4 b - - 2 42,f8e8 c4d5 e5d5 e4f6 g8f7 f6d5,1517,75,96,12921,attraction crushing endgame exposedKing fork long sacrifice,https://lichess.org/UOVgxFSE/black#84,
0HXST,2k1r3/pp3ppp/8/4nb2/8/2Pr1N2/PP1N1PPP/R1K1R3 b - - 1 17,d3d2 c1d2 e5f3 g2f3,2118,76,87,184,advantage hangingPiece middlegame short,https://lichess.org/5IWNRcls/black#34,Scandinavian_Defense Scandinavian_Defense_Blackburne-Kloosterboer_Gambit
03wAt,2b2rk1/1pp3b1/n2p2B1/3P2N1/qPP2p2/7P/5PP1/1Q3RK1 b - - 0 24,a4b4 g6h7 g8h8 b1g6 b4c3 g6h5,2530,83,90,1692,clearance crushing defensiveMove long middlegame,https://lichess.org/ygIinoK7/black#48,
0Vl99,r2n1rk1/pp2b2p/2p1qp2/4P3/3PN3/2P5/PPQ2RPP/5RK1 b - - 1 20,f6e5 f2f8 e7f8 e4f6 e6f6 f1f6,1763,74,84,177,advantage kingsideAttack long middlegame,https://lichess.org/lFdBP3pd/black#40,
085AY,8/4k3/8/p5rp/R7/3KP3/P7/8 w - - 0 38,d3e4 g5g4 e4f3 g4a4,787,80,100,510,crushing endgame rookEndgame short skewer,https://lichess.org/6nM0IcK1#75,
0WDU1,r1b2rk1/pp3ppp/2n2b2/qB1p4/3N4/2N1P3/PP3PPP/R2Q1RK1 w - - 4 12,c3d5 c6d4 d5f6 g7f6 d1d4 a5b5,1311,75,90,1459,advantage long opening,https://lichess.org/NUKIEZcQ#23,Queens_Gambit_Declined Queens_Gambit_Declined_Traditional_Variation
0WNTU,r4b1r/pp1n2k1/1q2p1pp/3p4/3P1Q1B/2P2P1P/PP3P2/2KR2R1 b - - 3 20,f8d6 g1g6 g7g6 d1g1 g6h7 f4f7,1711,72,97,18003,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/NQWGIaxe/black#40,
02Ra0,r1b2b1r/ppNp1k1p/2n2p2/8/8/5N2/PqP1PPPP/R2QKB1R w KQ - 1 10,c7a8 f8b4 f3d2 b4d2 d1d2 b2a1,1415,76,95,25767,advantage long middlegame,https://lichess.org/cZU1eXrX#19,Englund_Gambit_Complex Englund_Gambit_Complex_Englund_Gambit
0JoxS,3r1b1r/2pkpppp/p2nb3/1p6/P4B2/3N1N2/4KPPP/2R4R b - - 2 21,f7f6 d3c5 d7e8 c5e6,1061,88,95,802,crushing deflection middlegame short,https://lichess.org/EY7fiu07/black#42,
04EiV,8/p2k4/1p4R1/2p2Pp1/2P3P1/3p1PK1/PP6/7r w - - 0 38,g3g2 d3d2 g2h1 d2d1q,885,79,99,825,advancedPawn crushing endgame promotion rookEndgame short,https://lichess.org/fw4YSAr4#75,
066HE,r3k2r/1p3pp1/p3p1p1/4R3/2Pp2n1/1P1P1B1q/P4P2/RN1Q2K1 w kq - 2 21,e5g5 h3h2 g1f1 h2f2,980,78,96,3670,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/TyeN4ZOm#41,
0C79A,8/1R2k1p1/6Pp/3pK2P/3Pp3/5p2/5r2/8 b - - 1 46,e7e8 e5d6 f2c2 b7b8 c2c8 b8c8,2104,74,94,9999,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/eyRa905P/black#92,
0Qp3v,3r1rk1/1p1q2pp/4p3/p1p1PbP1/2PnpPB1/PP2Q2P/1B4K1/3R1R2 w - - 5 25,d1d2 f5g4 h3g4 d4f5 g4f5 d7d2,1887,74,92,721,crushing discoveredAttack long middlegame,https://lichess.org/IGYSANP2#49,
0C9ct,8/8/2Q5/p5p1/Pq6/1k4K1/6P1/8 w - - 4 46,c6d7 b4f4 g3h3 f4h4,1325,76,95,19115,endgame mate mateIn2 queenEndgame short,https://lichess.org/ChD5nKzB#91,
0LPDY,6r1/p1p5/2p1k1q1/3pP1r1/5pN1/2P2B1Q/P4K2/6R1 b - - 12 37,e6e7 g4f6 g6c2 f3e2 g5e5 f6g8,1897,80,88,124,advantage defensiveMove long middlegame,https://lichess.org/RteqfYBN/black#74,
0CQfb,2r4k/pp2b1pp/2n2r2/3p4/2pP1B2/2P5/P1P1N1PP/R4RK1 w - - 0 18,f4g5 f6f1 a1f1 e7g5,783,94,94,390,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/r6Vnym0O#35,Vienna_Game Vienna_Game_Vienna_Gambit
0SXuz,5r1k/6rp/p2q1b2/1ppP1Bp1/2P1p1Q1/7R/PP4PP/5RK1 w - - 0 33,h3h6 f6d4 g1h1 d6h6,1248,77,94,159,advantage discoveredAttack middlegame short,https://lichess.org/eiEW2VxM#65,
03vYY,4r2k/R3N2p/6p1/1p6/1Bbb1P2/5P1P/3K2P1/8 b - - 1 37,d4a7 b4c3 a7d4 c3d4,1171,78,95,6369,endgame master masterVsMaster mate mateIn2 short,https://lichess.org/TwYZufKw/black#74,
0FaHf,5rk1/pp2R1pp/2p2n2/1r6/1P2N3/P4P2/6PP/R6K b - - 6 32,f8f7 e7f7 g8f7 e4d6 f7e7 d6b5,1813,73,95,13885,attraction crushing endgame fork long,https://lichess.org/sebGRtNp/black#64,
0TPv5,8/3R3p/8/4k1pB/1N2pp2/7P/6PK/2q5 b - - 1 42,c1e1 b4d3 e4d3 d7e7 e5d6 e7e1,1828,75,94,3613,crushing endgame long sacrifice skewer,https://lichess.org/6rUAqj3P/black#84,
0TUak,r1b2rk1/1p4p1/1n1bpqPp/2ppN2P/5B2/pPnPN1Q1/P3PPB1/R3K2R w KQ - 2 22,e3g4 f6f4 g3f4 f8f4,1347,75,96,11272,advantage middlegame short,https://lichess.org/GrThBkx1#43,
01vUA,r4rk1/p1pN3p/1p2pppP/8/8/2B5/PPP3b1/2K2R1R b - - 1 23,f8f7 d7f6 f7f6 c3f6,2154,75,90,2450,advantage kingsideAttack middlegame short,https://lichess.org/hRdjeCoO/black#46,
0CWTj,3R3k/6pp/p1q3r1/4rp2/1Q2bR2/P3P3/6PP/6K1 b - - 1 34,e5e8 b4f8 e8f8 d8f8,1276,73,96,31334,backRankMate mate mateIn2 middlegame sacrifice short xRayAttack,https://lichess.org/zudWeX8Q/black#68,
0BlqB,3r1r1k/6b1/p2p4/2p1nN1Q/1p2n3/7P/PP4P1/R5K1 b - - 5 30,h8g8 f5e7,899,76,97,2033,mate mateIn1 middlegame oneMove,https://lichess.org/NmuFvtmC/black#60,
0WEq0,5r2/2q2pk1/p2b2pp/8/4Bp2/7Q/PrP2PPP/3R1RK1 w - - 2 27,d1d6 c7d6 h3c3 d6f6,1371,74,92,2358,advantage hangingPiece middlegame short,https://lichess.org/c8vzXmvm#53,
0CZsI,8/8/1KQ5/8/1p2k3/8/8/1q6 b - - 3 58,e4d3 c6g6 d3d4 g6b1,1305,78,93,5493,crushing endgame master queenEndgame short skewer,https://lichess.org/bfI7D8Qp/black#116,
07lQK,r1br2k1/1pq2pbp/2p2np1/p1n5/P1P5/2BBPN2/1PQ2PPP/RN1R2K1 w - - 5 15,d3e2 c8f5 d1d8 a8d8,1845,75,90,425,advantage opening short,https://lichess.org/nTz3tsXT#29,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
07e4t,1r1qkbnr/1b1p1ppp/p3p3/4P3/2p5/2NPB1Q1/PPP2PPP/R3K2R b KQk - 1 12,f8b4 g3g7 b4f8 g7h8,1130,81,93,5988,advantage middlegame short trappedPiece,https://lichess.org/eSg4HArt/black#24,Sicilian_Defense Sicilian_Defense_Closed
0CsSG,r7/8/5p1p/PK1k1p2/5P2/6P1/1R5P/8 w - - 3 39,a5a6 a8b8 b5a4 b8b2 a6a7 b2a2,1054,79,95,212,crushing endgame long rookEndgame skewer,https://lichess.org/uKcpg2Ax#77,
09sDb,3r1rk1/5ppp/p1p5/5q2/1P1bn3/P1P4P/4NPP1/R2QR1K1 w - - 0 21,e2d4 f5f2 g1h1 e4c3 d1f3 f2d4,2138,78,91,1408,advantage capturingDefender long middlegame,https://lichess.org/ERbXKRCN#41,
0IEWh,4k3/6RN/4p1p1/5p2/3r4/n5P1/5PKP/8 b - - 2 32,d4d7 h7f6 e8f8 g7d7,1386,75,97,20274,crushing deflection endgame fork short,https://lichess.org/AyfxziDh/black#64,
0Iwbx,rnb1k2r/pp2bppp/2p5/3q4/3P1B2/5N2/PPP3PP/R2QKB1R w KQkq - 0 9,b2b3 d5e4 f1e2 e4f4,1828,76,94,14538,advantage fork opening short,https://lichess.org/2fwiJfwu#17,Kings_Gambit_Accepted Kings_Gambit_Accepted_Abbazia_Defense
07e02,2q2r2/3kp3/p1ppn1Q1/N1P3b1/1P6/5p1b/PB2P2P/1R1R3K w - - 0 33,e2f3 h3g2 h1g2 e6f4 g2h1 f4g6,2256,77,96,1102,advantage attraction fork long middlegame sacrifice,https://lichess.org/EgLGojnJ#65,
0H9u3,5rk1/5ppp/b3pn2/2pp4/rb6/PN2PP2/2K3PP/RN3B1R b - - 0 20,b4e1 f1a6 a4a6 h1e1,1880,76,96,9179,advantage discoveredAttack middlegame short,https://lichess.org/I3uJIgxS/black#40,
0CL0B,7k/1p4p1/1p3q1p/8/2Q5/1r4NP/2b3PK/4R3 b - - 1 35,b3c3 e1e8 h8h7 c4g8 h7g6 e8e6 f6e6 g8e6,1499,74,95,27603,advantage endgame pin veryLong,https://lichess.org/GUT8VWEu/black#70,
0PqAQ,4kr2/p2rb1pp/8/3pPQ2/3Pn2q/2P1P3/PP1N2PP/R1B2RK1 w - - 1 17,f5h3 f8f1 d2f1 h4f2 g1h1 f2f1,1259,75,95,19095,deflection kingsideAttack long mate mateIn3 middlegame,https://lichess.org/4MH4aPwd#33,Queens_Pawn_Game Queens_Pawn_Game_Mason_Attack
0AMJw,6k1/2q2pp1/pp3n1p/7r/2pR1Q2/P4P2/1PB3P1/6K1 b - - 1 29,c7f4 d4d8 f6e8 d8e8,695,77,98,1044,endgame mate mateIn2 short,https://lichess.org/9kzVQjIh/black#58,
09PzW,r2q1rk1/pp2npp1/4p2p/1Bbpn3/7B/P5Q1/1PP2PPP/RN3RK1 b - - 1 13,d8d6 h4e7 d6e7 g3e5,1189,75,94,3534,advantage middlegame short,https://lichess.org/TdMlWDRt/black#26,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
0VTpy,2kr3r/2p2Qpp/1b6/4p3/8/1KPq4/1P5P/R1B4R b - - 1 25,d3d5 f7d5 d8d5 a1a8 c8b7 a8h8,1395,76,94,1712,crushing long middlegame skewer,https://lichess.org/AY4Svkhy/black#50,
0MiBR,7k/pp5p/8/3p4/3P1qr1/2P4Q/PP4P1/R6K w - - 3 33,h3f3 g4h4 h1g1 f4h2 g1f2 h4f4,1069,80,94,3197,advantage clearance endgame long pin,https://lichess.org/yCQEUuD3#65,
0EbtS,r2r2k1/pb3ppp/1p2pb2/2p1N2P/3q4/1P1P1PB1/2P1Q1P1/4RR1K b - - 0 21,f6h4 c2c3 d4d5 g3h4,1976,74,95,9759,advantage master middlegame short,https://lichess.org/uz8aGECc/black#42,
03yA0,r3kb1r/ppp2ppp/2n1pn2/7q/3P2b1/2N2N1P/PPP1BPP1/R1BQK2R w KQkq - 0 8,c1g5 g4f3 g5f6 f3e2 d1e2 h5e2,1354,76,91,2467,advantage long opening,https://lichess.org/Ok7P1lNc#15,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
0ISvp,5r1k/6p1/1p1Q3p/b7/Pp1B2q1/3p2P1/6P1/2R3K1 b - - 1 36,g4f5 d6h6 f5h7 d4g7,1842,77,95,16047,crushing endgame pin short,https://lichess.org/xnEOgEQk/black#72,
0L97V,4r1k1/R1p2ppp/3p4/3Ppq2/1nP5/2N1nPPb/4N3/2BQR1K1 w - - 0 19,c1e3 f5f3 e2f4 f3g3,1867,77,90,977,advantage kingsideAttack middlegame short,https://lichess.org/NpRG56Hp#37,
0PPwj,2r3k1/p3qp1p/6p1/2p1Pp1P/2Q5/2P5/PP1r1PR1/6RK b - - 0 35,e7e5 h5g6 h7g6 g2g6 g8f8 g6g8 f8e7 g8c8 e5e4 c4e4,1781,76,96,6758,crushing endgame pin skewer veryLong,https://lichess.org/ia2JGT1A/black#70,
09Xpo,2b1r1k1/4pp1p/3p1npB/3q2P1/2Q5/5Pr1/1P2B2K/1R3R2 b - - 2 29,d5f5 h2g3 f5h3 g3f2,1680,74,93,4204,advantage hangingPiece middlegame short,https://lichess.org/PBeGbBrU/black#58,
0D4YP,3k4/8/8/8/1p6/5qp1/2R5/2R3K1 b - - 2 50,b4b3 c2d2 d8e8 c1e1 e8f7 e1f1,1777,74,96,13820,crushing endgame exposedKing long pin queenRookEndgame,https://lichess.org/RGMh5Hzg/black#100,
0D3Pa,r1b1k2r/pppp1ppp/1qn2n2/2b5/1PB1P3/2PPBQ2/P4PPP/RN2K1R1 w Qkq - 3 12,b4c5 b6b2 f3e2 b2a1,1298,76,95,22727,advantage opening pin short trappedPiece,https://lichess.org/uIYKVzG2#23,Italian_Game Italian_Game_Blackburne-Kostic_Gambit
0BKc3,8/8/p5R1/k1N1p3/P4b2/1K1P4/5P2/1r6 w - - 3 43,b3c2 b1c1 c2b3 c1c5,973,93,94,485,advantage endgame master short skewer,https://lichess.org/yaAfMzbV#85,
03726,r3q2k/6b1/p5pp/1nQ1Nr2/5P2/2P5/PP4PP/R3R1K1 b - - 0 23,a8c8 e5g6 e8g6 c5c8,1200,78,94,983,advantage deflection kingsideAttack master masterVsMaster middlegame short,https://lichess.org/chVzwZ2c/black#46,
07Yag,1k6/1p5q/p1Q5/4p2r/P1P5/3P2Pr/5P2/1R2R1K1 w - - 1 34,g1f1 h3h1 f1e2 h1e1 e2e1 h5h1 e1d2 h1b1,2396,94,91,999,attraction crushing endgame skewer veryLong,https://lichess.org/m7vLK1MP#67,
00Rcs,3k4/ppp2p1r/4p2P/5n2/3Pp1N1/2P2K2/P1P3P1/7R w - - 0 30,f3e4 f5g3 e4f4 g3h1,849,89,95,2246,crushing endgame fork short,https://lichess.org/6z8dEdCK#59,
0DGl1,1r3rk1/1bp1bpp1/p6p/2p2q2/4N3/2PQ2P1/PPB2P1P/2RR2K1 b - - 4 23,b8d8 e4f6 e7f6 d3f5,991,81,94,1142,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/uabsygWU/black#46,
01s5n,3r4/p4ppk/2q4p/2NpPb2/1P1Q4/2P2P2/P6P/3R3K w - - 11 41,c3c4 d5c4 d4d8 c6f3,1102,81,83,333,advantage discoveredAttack endgame pin sacrifice short,https://lichess.org/vJr2AQeC#81,
0Z3fF,2r1b1k1/pR2Bpbp/4p1p1/2p1P3/2p3P1/q1P2Q1P/5PB1/6K1 b - - 3 27,e8c6 f3c6 c8c6 b7b8,1543,75,91,772,advantage middlegame sacrifice short,https://lichess.org/lVRLixla/black#54,
05Nbl,6k1/1p1n1pbp/1q1p1np1/4P1B1/p3P3/5B2/PP2NPPP/2Q3K1 b - - 0 20,d7e5 c1c8 g7f8 g5f6,1124,77,96,4926,advantage deflection middlegame short,https://lichess.org/LnQDFD8y/black#40,
0I4GW,6r1/k3r2q/Pp6/3Q4/1P3B2/7P/5p2/2R2R1K w - - 3 38,h1h2 h7h3 h2h3 e7h7 f4h6 h7h6 d5h5 h6h5,1561,75,97,13998,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/AB5vCS4r#75,
0DWzD,8/Q4Pp1/1p2K1kp/2p5/8/5r1P/8/8 w - - 3 52,e6e7 f3f7 e7d6 f7a7,1036,77,100,531,crushing endgame queenRookEndgame short skewer,https://lichess.org/GxpE3fA9#103,
0NJ00,r6r/1p2k1Q1/1p2p2p/3p1q2/2nP4/8/PPP2PPP/4RRK1 b - - 0 20,f5f7 e1e6 e7e6 f1e1 e6d6 g7f7,1369,74,96,19530,attraction crushing deflection long middlegame pin sacrifice,https://lichess.org/IH88mQHF/black#40,
0I3Jn,kr5r/p1b5/2p1p1p1/2qnPpNp/P2P1PnP/2B2QP1/6B1/1R2R1K1 b - - 0 29,c5c3 f3c3 d5c3 g2c6,1961,77,89,921,capturingDefender crushing discoveredAttack master middlegame short skewer,https://lichess.org/Z8eGyI64/black#58,
0UaKd,4r3/pkp2ppp/2Nr4/3P4/3Rb3/1P5P/P2R2P1/2K5 b - - 9 28,e4d5 c6a5 b7b6 d4d5,1611,74,97,15795,advantage endgame intermezzo short,https://lichess.org/rXversDt/black#56,
0LJZh,5r2/1b1r1pkp/p3p3/6p1/1P4P1/PBPp4/3R1KP1/4R3 b - - 6 35,f8e8 b3a4 e8c8 a4d7,1555,73,94,25988,advantage endgame short,https://lichess.org/c88dVseN/black#70,
0Duxl,rkbq1b1r/1p3Bpp/p3pn2/n1p1p3/QP6/2P2N2/P2P1PPP/RNB2RK1 b - - 0 12,c8d7 a4a5 b7b6 a5a3,1615,75,85,1100,advantage opening short,https://lichess.org/MLCTlDCQ/black#24,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
0PIQ2,1k5r/1pp1r3/p5p1/1b3pnp/2NP3R/P2BP1P1/1P3P2/1KR5 w - - 3 27,c4e5 e7e5 d4e5 b5d3,1596,74,92,476,advantage capturingDefender middlegame queensideAttack short,https://lichess.org/UStgobPO#53,
06Acy,r3kR2/p2b2p1/2p1p3/1p1pNp2/5n2/P7/1PP1B3/2K4R b - - 0 24,e8f8 h1h8 f8e7 h8a8,1606,76,90,436,advantage endgame short skewer,https://lichess.org/3ryjTkha/black#48,
06rHV,1k1r4/1pp1p3/6p1/1N6/5Pp1/P4n2/1PP1K2R/3R4 b - - 0 23,d8d1 h2h8 d1d8 h8d8,992,88,95,2640,endgame mate mateIn2 short,https://lichess.org/D6sevKno/black#46,
